type,id,ntags,tagkey,tagvalue,nodes
way,670619383,5,"['foot', 'highway', 'lanes', 'name', 'surface']","['yes', 'unclassified', '2', 'A. Roces', 'asphalt']","[26082653,30763150,338421123,3981680990,1402839297,338421126,3981680989,3981680988,30763118]"
way,670619391,12,"['bus', 'foot', 'highway', 'lanes', 'maxspeed', 'maxspeed:bus', 'name', 'old_name', 'oneway', 'psv', 'ref', 'wikipedia']","['yes', 'no', 'trunk', '2', '60', '50', 'Commonwealth Avenue Bus/PUJ', 'Don Mariano Marcos Avenue', 'yes', 'designated', '170', 'en:Commonwealth Avenue, Quezon City']","[5286822431,5286822432,5286822436,5286822435]"
way,670619392,17,"['bus', 'bus:lanes', 'change:lanes', 'foot', 'hgv', 'highway', 'lanes', 'maxspeed', 'maxspeed:bus', 'motorcar', 'motorcycle:lanes', 'name', 'old_name', 'oneway', 'psv:lanes', 'ref', 'wikipedia']","['yes', 'no|designated|designated', 'no|not_left|yes', 'no', 'no', 'trunk', '3', '60', '50', 'no', 'designated|no|no', 'Commonwealth Avenue Bus/PUJ', 'Don Mariano Marcos Avenue', 'yes', 'no|designated|designated', '170', 'en:Commonwealth Avenue, Quezon City']","[5593633286,5499282665,5499282657,5499282656,4014395572,5320408159,949321476,5383505900,5286822431]"
way,670619393,17,"['bus', 'bus:lanes', 'change:lanes', 'foot', 'hgv', 'highway', 'lanes', 'maxspeed', 'maxspeed:bus', 'motorcar', 'motorcycle:lanes', 'name', 'old_name', 'oneway', 'psv:lanes', 'ref', 'wikipedia']","['yes', 'no|designated', 'no|no', 'no', 'no', 'trunk', '2', '60', '50', 'no', 'designated|no', 'Commonwealth Avenue Bus/PUJ', 'Don Mariano Marcos Avenue', 'yes', 'no|designated', '170', 'en:Commonwealth Avenue, Quezon City']","[5593633283,6281948751,5593633286]"
way,670619394,17,"['bus', 'bus:lanes', 'change:lanes', 'foot', 'hgv', 'highway', 'lanes', 'maxspeed', 'maxspeed:bus', 'motorcar', 'motorcycle:lanes', 'name', 'old_name', 'oneway', 'psv:lanes', 'ref', 'wikipedia']","['yes', 'no|designated|designated', 'no|not_left|yes', 'no', 'no', 'trunk', '3', '60', '50', 'no', 'designated|no|no', 'Commonwealth Avenue Bus/PUJ', 'Don Mariano Marcos Avenue', 'yes', 'no|designated|designated', '170', 'en:Commonwealth Avenue, Quezon City']","[5475547313,1802316412,5499282651]"
way,670619396,4,"['access', 'highway', 'name', 'postal_code']","['destination', 'unclassified', 'Emilio Jacinto', '1101']","[29025708,321702009,6505167960,2074398250,30763205]"
way,670821734,6,"['admin_level', 'boundary', 'hgv:conditional', 'highway', 'name', 'oneway']","['7', 'administrative', 'no @ Mo-Su 04:00-17:00', 'trunk_link', 'Central Avenue', 'yes']","[1137212632,5499282651]"
way,676184649,2,"['highway', 'oneway']","['trunk', 'yes']","[6332489160,6332489161,6332489162,6332489163,6332489164,6332489165]"
way,676184650,2,"['highway', 'oneway']","['trunk', 'yes']","[6332489166,6332489167,6332489168,6332489169,6332489170,6332489171]"
way,689062416,2,"['highway', 'service']","['service', 'driveway']","[6463656369,6463656375]"
way,689062417,2,"['highway', 'service']","['service', 'driveway']","[6463656382,6463656381,6463656380,6463656379,6463656378,6463656377,6463656376,6463656383,6463656375,6463656374,6463656373,6463656372,6463656371,6463656370,6463656382]"
way,689062418,2,"['highway', 'service']","['service', 'driveway']","[6060058800,6060058801]"
way,689062419,2,"['highway', 'service']","['service', 'driveway']","[321699914,321699915,6060058798]"
way,689062421,3,"['footway', 'highway', 'service']","['sidewalk', 'service', 'parking_aisle']","[321698995,321698996]"
way,689062423,3,"['footway', 'highway', 'service']","['sidewalk', 'service', 'parking_aisle']","[321698994,321698995]"
way,689062425,3,"['footway', 'highway', 'service']","['sidewalk', 'service', 'parking_aisle']","[321698991,321698994]"
way,689062426,3,"['footway', 'highway', 'service']","['sidewalk', 'service', 'parking_aisle']","[321699914,6463657593]"
way,689062429,1,['highway'],['service'],"[6463657606,6463657605,6463657604,6463657603,6463657602]"
way,692890750,2,"['highway', 'service']","['service', 'driveway']","[2947206139,5449458245]"
way,692890752,1,['highway'],['service'],"[6505147196,6505147195,6505147194]"
way,692892992,1,['highway'],['service'],"[6505167957,6505167956,6505167955,5465124136]"
way,692892993,1,['highway'],['service'],"[2672504810,6505167958]"
way,692895845,1,['highway'],['residential'],"[6505184735,6505184734,6505184733,6505184732]"
way,692895882,4,"['admin_level', 'boundary', 'highway', 'name']","['10', 'administrative', 'residential', 'B. Baluyot']","[321702314,26504666,3243901161,321702365]"
way,705356173,6,"['admin_level', 'boundary', 'hgv:conditional', 'highway', 'name', 'oneway']","['7', 'administrative', 'no @ Mo-Su 04:00-17:00', 'secondary', 'Central Avenue', 'yes']","[6626911460,1803494253,5383503217,5383503216,949321440,6626911466]"
way,705356174,4,"['hgv:conditional', 'highway', 'name', 'oneway']","['no @ Mo-Su 04:00-17:00', 'secondary', 'Central Avenue', 'yes']","[6626911466,6626911465,6626911464,6626911463,6626911462,6626911461,6626911460]"
way,705361375,2,"['highway', 'oneway']","['secondary_link', 'yes']","[5464354432,6626956813,6626956814,6626956815,6626956816]"
way,705361376,2,"['highway', 'oneway']","['secondary_link', 'yes']","[306542749,6626956819,6626956818,6626956817,6626956816]"
way,705363302,2,"['highway', 'oneway']","['tertiary_link', 'yes']","[6626961642,6626961639,6626961641,6626961640,5446811375]"
way,729438708,4,"['bicycle', 'foot', 'highway', 'surface']","['yes', 'no', 'service', 'concrete']","[1802319229,1802319218]"
way,729438709,4,"['bicycle', 'foot', 'highway', 'surface']","['yes', 'no', 'service', 'concrete']","[1802317738,1802320794]"
way,729438710,1,['highway'],['service'],"[5499282651,1802317740,1802317738]"
way,729438711,4,"['bicycle', 'foot', 'highway', 'surface']","['yes', 'no', 'service', 'concrete']","[1802320794,1802319229]"
way,729438712,17,"['bus', 'bus:lanes', 'change:lanes', 'foot', 'hgv', 'highway', 'lanes', 'maxspeed', 'maxspeed:bus', 'motorcar', 'motorcycle:lanes', 'name', 'old_name', 'oneway', 'psv:lanes', 'ref', 'wikipedia']","['yes', 'no|designated|designated', 'no|not_left|yes', 'no', 'no', 'trunk', '3', '60', '50', 'no', 'designated|no|no', 'Commonwealth Avenue Bus/PUJ', 'Don Mariano Marcos Avenue', 'yes', 'no|designated|designated', '170', 'en:Commonwealth Avenue, Quezon City']","[5499282651,4014395574,5593633283]"
way,732008950,1,['highway'],['service'],"[433036624,4412524972,433035646,5464823311,5464823318,3143631707,30763224]"
way,735039685,1,['highway'],['service'],"[1802316411,1802317739,6281948726,1802316412]"
way,747485922,3,"['highway', 'name', 'parking:lane']","['unclassified', 'Magsaysay Avenue', 'no_parking']","[259135466,6994269811]"
way,747485923,3,"['highway', 'name', 'parking:lane']","['unclassified', 'Magsaysay Avenue', 'no_parking']","[6994269811,30763153,5585622055,5585622054,5585622052,5585622048,5585622053]"
way,759939612,5,"['access', 'highway', 'lanes', 'maxspeed', 'surface']","['permissive', 'unclassified', '1', '30', 'asphalt']","[7099005433,7099005434]"
way,768691358,3,"['highway', 'service', 'surface']","['service', 'driveway', 'concrete']","[7176502736,7176502737,7176502738,7176502739,7176502740,7176502741,7176502742,7176502743,7176502744,7176502745,7176502746]"
way,768691359,3,"['highway', 'service', 'surface']","['service', 'parking_aisle', 'concrete']","[7176502742,7176502747,7176502748,7176502749,7176502750,7176502751]"
