type,id,ntags,tagkey,tagvalue,nodes
way,4095389,11,"['foot', 'highway', 'lanes', 'lit', 'name', 'oneway', 'postal_code', 'ref', 'sidewalk', 'smoking', 'surface']","['no', 'tertiary', '3', 'yes', 'University Avenue', 'yes', '1101', '175', 'separate', 'no', 'asphalt']","[17216409,2672533803,2074398262,4412520606,2074398260,17216442]"
way,4308740,3,"['highway', 'name', 'surface']","['unclassified', 'F. Ma. Guerrero', 'concrete']","[17216414,2947162299,2947162296,3981680986,3981680987,3983839987,1402839299,1402839308,30763177,4412520589,26082684]"
way,4308743,3,"['highway', 'name', 'surface']","['unclassified', 'Laurel Avenue', 'concrete']","[30763115,3981680993,30763116,33625122,3981680992,3981680991,26082653]"
way,4351562,4,"['boundary', 'highway', 'level', 'name']","['religious', 'residential', '10', 'Aguinaldo']","[22352654,351982074,5464286827,1235577980,1319775844,5464780905,26504655,1319775962,26504551,369135831,1235577984,1649990562,6097106258,26504542]"
way,4486540,10,"['bus:lanes', 'cycleway:lane', 'cycleway:left', 'highway', 'lanes', 'lcn', 'maxspeed', 'name', 'oneway', 'sidewalk']","['no|yes|designated', 'advisory', 'lane', 'tertiary', '2', 'yes', '50', 'M. Roxas Avenue', 'yes', 'both']","[17216429,5446837614,5446837610,321704553,5446856663,4412520596,5446843357,5446790520,5319900263,17216432,5449354299,321704550,2672504744,5449354298,4988311112]"
way,4588960,1,['highway'],['footway'],"[635682462,1931500061,1931500047,2172840849]"
way,4588969,4,"['access', 'highway', 'name', 'surface']","['yes', 'unclassified', 'A. Ma. Regidor', 'concrete']","[29025065,5465081184,5465081178,2672533750,433178870]"
way,4588972,2,"['highway', 'service']","['service', 'driveway']","[17216432,5369579207,5449354282,1421879972,433178848]"
way,4588977,3,"['highway', 'name', 'oneway']","['unclassified', 'Shuster', 'yes']","[29025065,1404393438,5832237785]"
way,4589054,3,"['foot', 'footway', 'highway']","['designated', 'sidewalk', 'footway']","[6279956252,219738587,4951800921,219738591,29025354,5286818301,29025565,29025388,1074577652,5352041661,1524609832,22352470,2672540477,1208264470,321702009,2125080931,5446874462,2172840849]"
way,4794353,4,"['access', 'highway', 'name', 'postal_code']","['destination', 'unclassified', 'Emilio Jacinto', '1101']","[30763205,1402231133,5465086251,2672504810,2672562973,6505167957,5465124136,5465116142,6505167962,6505167961,2074398241,30763179,30763180,1931500057,1402297913,1931500052,2074398230,7176502733,7176502746,7176502736,2365538805,30763515]"
way,4922717,3,"['highway', 'name', 'oneway']","['residential', 'Lt. J. Francisco', 'yes']","[30763518,2569140138,2569140129,2569150776,30763520,5465013062,30763519,30763521]"
way,4922719,4,"['admin_level', 'boundary', 'highway', 'name']","['10', 'administrative', 'residential', 'B. Baluyot']","[1096054480,2193903081,30763516,606282221,3964405947,30763517,606282223,30763518,5464983934,5464983933,1422732173,5464983935,321702314]"
way,4922725,3,"['highway', 'name', 'oneway']","['residential', 'V. Francisco', 'yes']","[30763516,2672533775,30763523,2569323070,2193903106,30763524,30763525,2672700128,2672700108,30763522]"
way,4922726,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'E. De los Santos']","[29025461,5446811921,6626961642,427518898,5465086253,5465086254,5465086255,4412524982,321701050,2947144251,321701051,1319793350,30763186,1432591802,321701052,1421875702,5464286856,1541787787,30763200]"
way,4922728,3,"['highway', 'name', 'oneway']","['unclassified', 'F. Agoncillo Street', 'yes']","[30763142,321703869,321703860,321703863,26082614,30763091,3365347774,3365347777,30763115]"
way,4922732,2,"['highway', 'name']","['footway', 'Beta Way']","[30763120,5319831142]"
way,4922734,2,"['highway', 'name']","['residential', 'Village B']","[30763179,30763183]"
way,4922737,2,"['highway', 'name']","['residential', 'Village B']","[30763180,30763184]"
way,4922743,2,"['highway', 'name']","['unclassified', 'Pardo de Tavera']","[30763185,2672562967,5446879741,321700656,321700657,5446879746,5446879747,321700658,4903638318,5446879752,5446879750,30763114]"
way,4922744,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'Lakandula']","[30763205,5465086242,6505167959,30763182,427518898]"
way,4922745,2,"['highway', 'name']","['residential', 'C. V. Francisco']","[30763505,30763506,2672699909,750534443,30763511,5464969470,750534417,750534450,750534447,30763499,30763498,5465013064,30763494]"
way,4922746,4,"['access', 'highway', 'name', 'postal_code']","['destination', 'unclassified', 'Delos Reyes', '1101']","[30763182,30763183,2672514241,30763184,1402297896,1402297920,5464974894,30763178]"
way,4922747,2,"['highway', 'name']","['residential', 'H. R. Ocampo']","[30763493,5465013063,30763497,30763500,5464969472,5464969471,1422732174,30763510,5464988112,30763508,30763513]"
way,4922748,4,"['admin_level', 'boundary', 'highway', 'name']","['10', 'administrative', 'residential', 'V. Manansala']","[3243901162,1649990355,1649990317,1649990359,1649990344,1649990301,30763495,30763496,1422732171,5464969462,5464969463,30763501]"
way,5032423,2,"['highway', 'name']","['residential', 'Balagtas']","[30763151,1422779200,321701210,30763152,30763144,433178879,2910765266,30763146,1422779199,5499240541,30763147,30763148,321704346,5499240542,30763162,5499240544,5499240540,5499240543,30763161]"
way,5032424,2,"['highway', 'name']","['residential', 'Roces']","[26082653,433178891,321703742,338421121,30763125,30764650,30763124,30763135]"
way,5032425,2,"['highway', 'name']","['residential', 'Juan Luna']","[30763161,30763136,5499199733,30763137,30763169,5499199732,1422779198,5499199731,1399399938,5499199730,30763170,5499199729,5499199728,309614055,309614056,5499338449,1541787708,30763171]"
way,5032426,2,"['highway', 'name']","['residential', 'Apacible']","[30763137,30763133,1399425188,5499199736,1402839304,1399425187,1402839310,5499199737,1402839303,30763129,30763126,33625122]"
way,5032427,2,"['highway', 'name']","['residential', 'Agoncillo']","[30763115,30763242,5499364257,5499364254,30763167,5499364255,5499364261,30763166,5499364252,30763168]"
way,5032428,1,['highway'],['residential'],"[1629353724,5499370842,30763133,5499199738,5499199735,5499370603,30763168,5499364251,5499364250,5499199739,30763138,5499364249,30763139,5499240559,5499240567,5499240566,30763172]"
way,5095080,1,['highway'],['unclassified'],"[30763220,5464155028,4412524970,30763221,5464155034,1915570521,1858110586,5464155038,433036624]"
way,5095081,3,"['highway', 'name', 'surface']","['unclassified', 'Magsaysay Avenue', 'concrete']","[26082601,1515530014,30763143,798854023]"
way,5095082,2,"['highway', 'name']","['residential', 'P. Valenzuela']","[30763126,321703748,321703749,30763125]"
way,5095084,2,"['highway', 'name']","['unclassified', 'A. Ma. Regidor']","[433178870,321700123,321704486,30763218,1915570664,1319776011,321700103,1319776039,30763219,2672533747,1319775977]"
way,5095085,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'Maramag']","[321702436,5464959662,30763243,5464959663,1319775908,1319775957]"
way,5095087,2,"['highway', 'name']","['residential', 'Bautista']","[30763162,5499199734,30763135]"
way,5095088,2,"['highway', 'name']","['pedestrian', 'Fernandez']","[5795430771,2672576797,5319900263]"
way,5095089,1,['highway'],['service'],"[30763150,30763144]"
way,5095091,2,"['highway', 'name']","['residential', 'M. Viola']","[30763129,1402839309,30763124,30763148]"
way,5095092,3,"['highway', 'name', 'surface']","['unclassified', 'Africa', 'concrete']","[4988311112,3981680980,4324757103]"
way,5095093,2,"['highway', 'name']","['residential', 'Bernardo']","[30763147,5499240533,30764650]"
way,5095094,2,"['highway', 'name']","['residential', 'Dagohoy']","[26082644,5499364259,1399425189,30763092,2672530030,30763095]"
way,5095097,1,['highway'],['service'],"[30763175,5499338445,5499338444,30763176]"
way,5095102,1,['highway'],['residential'],"[30763097,2634897433,5499338437,30763096]"
way,5095103,2,"['highway', 'name']","['unclassified', 'Ylanan']","[30763158,321704106,321701078,259135455,2910765277,30763159,2910765268,1772428739,1352595099,1688046467,2162170729]"
way,5095104,1,['highway'],['residential'],"[30763169,5499364248,30763138]"
way,5095105,2,"['highway', 'name']","['residential', 'Gomburza']","[26082644,5499364258,2453005670,5499338439,30763175,5499338440,5499338441,5499338446,5499199742,30763241,5499199726,30763163,30763139,1399399935,5499199727,1399399936,1399399938]"
way,5095107,2,"['highway', 'name']","['residential', 'Ricarte']","[30763093,30763094]"
way,5095109,3,"['highway', 'name', 'oneway']","['unclassified', 'G. Apacible', 'yes']","[30763116,3365347778,3975131122,3975131119,7099005434,3979256434,30763089,3979256432,3973565809,321703841,338421180,1422671929]"
way,5095271,2,"['highway', 'parking:lane:both']","['unclassified', 'no_parking']","[30763158,2672533834,2947191968,2947201513]"
way,5095272,3,"['highway', 'name', 'surface']","['residential', 'Dagohoy', 'asphalt']","[30763096,1130535837,5499338438,1130535525,30763092,1130535501,30763093,5822210625,5822210626,30763143]"
way,6259695,2,"['access', 'highway']","['yes', 'service']","[2947162299,1515529795,6938778733]"
way,6259703,1,['highway'],['residential'],"[30763174,5499338447,30763173,1402839311,5499240563,1402839305,5499329523,1402839298,5499329524,5499338448,30763171]"
way,6259712,1,['highway'],['service'],"[30763145,5941661219,321701068,5941661209,5941661232]"
way,6259726,1,['highway'],['service'],"[29025095,2459343846,30763102]"
way,6259728,1,['highway'],['service'],"[30763177,30763091]"
way,13858697,1,['highway'],['footway'],"[635682462,5449447800,5449447799,5449447797]"
way,20283525,6,"['alt_name', 'amenity', 'building', 'height', 'internet_access:fee', 'name']","['Main Library', 'library', 'yes', '24', 'no', 'Gonzalez Hall']","[214994761,1130535534,1130535760,214994763,5344986545,1130535945,1130535956,1130536231,214994766,214994767,214994769,214994770,214994772,214994761]"
way,20283555,0,,,"[214995198,214995199,214995202,214995203,214995198]"
way,20283619,5,"['alt_name:en', 'building', 'building:levels', 'height', 'name']","['UP College of Law', 'yes', '3', '20', 'Malcolm Hall']","[214996271,214996272,2634957762,214996273,214996275,214996276,214996278,214996279,214996280,214996282,5344986536,214996283,214996285,214996287,214996288,214996289,214996291,214996292,214996271]"
way,20283921,4,"['admin_level', 'boundary', 'highway', 'name']","['10', 'administrative', 'residential', 'Magiting']","[32476327,215003230,1096054480]"
way,20283958,5,"['highway', 'lanes', 'name', 'oneway', 'surface']","['residential', '2', 'Masinsinan', 'yes', 'concrete']","[215003059,6328416691,215003230]"
way,22952865,2,"['highway', 'name']","['residential', 'Road 1']","[247302700,5499199751,5499240545,5474648696]"
way,23090391,1,['waterway'],['stream'],"[249247443,249248180,2672527980,5464380761,249247873,5464380760,5464380759,321698406,5464380758,5464380756,321698407,5464380757,249248966,249249432,5464380755,5464380754,249247683,249248270,5464380753,5464380752,249248970,5464380751,5464380750,5464380749,249247573,249247887,249248675,249247465,5464380268,5464380267,5464380266,5464380265,5464380264,5464380263,249247689,2672531535]"
way,23090403,2,"['highway', 'name']","['residential', 'Maayusin']","[249248943,4164445610,2568712232,249248923,4164219204,249248228,249247678,1316925099,249248473,321702042,1316925102,321702043,249247806,321702044,321702045,249248815,1316925133,1316925125,249247729,1316925116]"
way,23090471,1,['waterway'],['drain'],"[249248621,249247605,249248102,249248388]"
way,23907715,2,"['highway', 'service']","['service', 'parking_aisle']","[3942736787,3942736786,3942736785,259135376]"
way,23907716,2,"['highway', 'oneway']","['service', 'yes']","[4014395572,1829361444,5320408166,5320408182]"
way,23907726,2,"['highway', 'name']","['unclassified', 'R. P. De Guzman']","[259135458,1404295629,1404295640,1404295633,259135463,1422849169,1422849161,5318031188,259135460]"
way,23907727,1,['highway'],['unclassified'],"[259135463,259135466]"
way,23907728,5,"['bridge', 'foot', 'highway', 'layer', 'name']","['yes', 'yes', 'footway', '2', 'UP Gymn Overpass']","[259135478,259135483]"
way,24987936,2,"['highway', 'name']","['residential', 'Mahusay']","[249248770,5389838173,1316921526,5389838175,32476298,5389838174,32476366,249247678,3573886193]"
way,24987939,2,"['highway', 'name']","['residential', 'Mapayapa']","[32476366,249248815]"
way,26026283,1,['highway'],['service'],"[1319776058,284135269,321703475,284135270,284135271,1319775949,284135272]"
way,26026297,3,"['access', 'amenity', 'parking']","['private', 'parking', 'surface']","[284135355,284135420,5321273630,284135357,5321273643,284135421,284135355]"
way,26204562,3,"['building', 'name', 'name:en']","['yes', 'Iglesia Ni Cristo (Church Of Christ) Central District Office', 'Iglesia Ni Cristo (Church Of Christ) Central District Office']","[299229687,299229809,299229808,299229807,299229806,359381996,299229688,299229687]"
way,27261906,8,"['addr:city', 'addr:postcode', 'addr:street', 'alt_name', 'building', 'height', 'name', 'source']","['Quezon City', '1101', 'University Avenue', 'Administration', 'yes', '20', 'Quezon Hall', 'Yahoo;Bing']","[299230080,299230089,299230100,299230091,299230092,299230093,299230107,299230049,5352103854,5352103849,299230051,299230052,299230078,299230080]"
way,27835858,0,,,"[305616859,305616861,305616863,305616864,305616859]"
way,27835896,4,"['alt_name', 'building', 'building:levels', 'name']","['College of Mass Communication', 'yes', '2', 'Plaridel Hall']","[305617283,305617281,305617279,305617277,305617275,305617272,305617270,305617268,5344986540,305617511,305617513,305617345,305617347,305617283]"
way,27835917,1,['building'],['church'],"[305618219,338421066,305618273,338421068,305618274,338421071,305618275,338421075,338421078,338421080,305618277,338421083,338421086,305618213,338421089,305618214,338421091,338421094,338421097,305618215,338421099,338421102,338421105,305618216,305618217,305618218,338421063,305618219]"
way,27835934,4,"['building', 'building:levels', 'height', 'name']","['commercial', '3', '12', 'Ang Bahay ng Alumni']","[305618525,305618526,305618527,305618528,305618525]"
way,28119724,2,"['highway', 'name']","['residential', 'Marilag']","[249248770,5389838176,1316921531,5389838172,5389838171,249247706,249248363,2568712230,5398148261,249249622,2568712231,249247868,2634996677,2568712233,5398148262,249248943,5389838164,5389838163,249247762,6328416686,6328416685,6328416684]"
way,28722765,2,"['admin_level', 'boundary']","['7', 'administrative']","[315786318,5298232835,3714843119,1064235018,1064235020,1234755547,6281948794,1234755530,3714843121,315790016]"
way,28722826,2,"['admin_level', 'boundary']","['7', 'administrative']","[315790016,359381955]"
way,28722870,2,"['admin_level', 'boundary']","['10', 'administrative']","[249248388,315798467,315788866,1096054482,1096054454]"
way,28723060,2,"['admin_level', 'boundary']","['10', 'administrative']","[1096054478,2517360521,1096054480]"
way,28756784,8,"['addr:city', 'addr:postcode', 'addr:street', 'alt_name', 'building', 'building:entrances', 'building:levels', 'name']","['Quezon City', '1101', 'Veleasquez St Extension', 'College of Engineering Library 2', 'yes', '1', '2', 'UP Alumni Engineers Centennial Hall']","[316170778,675499748,675499745,675499736,675499734,675499728,316170777,316170776,316170775,675499720,338421140,338421142,338421141,316170774,675499722,316170787,316170788,316170789,675499730,675499733,675499739,675499741,675499744,316170790,5344986531,316170778]"
way,28843790,1,['height'],['16'],"[305616816,305617024,305616818,5446837605,305616817,2459343845,305616816]"
way,29251406,10,"['bus:lanes', 'cycleway:lane', 'cycleway:left', 'highway', 'lanes', 'lcn', 'maxspeed', 'name', 'oneway', 'sidewalk']","['no|yes|designated', 'advisory', 'lane', 'tertiary', '2', 'yes', '50', 'Osmeña', 'yes', 'both']","[29025095,273730020,5449447867,5449447866,5464354448,5449447865,273729970,5449447864,5464354449,17216414]"
way,29251411,1,['highway'],['service'],"[5452582541,5452582540,5452582539,1404406229,5452582543,5452582544,5452582545,1404406227,1404406233]"
way,29251412,2,"['highway', 'oneway']","['service', 'yes']","[321697937,1404406233,321697939,5449447864]"
way,29251424,2,"['highway', 'name']","['residential', 'F. Ma. Guerrero']","[26082684,5499364256,26082644]"
way,29251425,3,"['highway', 'name', 'parking:lane']","['unclassified', 'Magsaysay Avenue', 'no_parking']","[798854023,1515530012,1515530011,3983839986,3983839987,3983839985,321702545,321702539,26082614,321703873,3979256433,30763089,5319831140,321703839,5321427007,3979280709,321703828,2672504792,5321427006,30763118]"
way,29251440,3,"['name', 'natural', 'water']","['U.P. Lagoon', 'water', 'lake']","[249247443,321698515,321698516,321698517,321698518,321698519,321698520,321698521,321698522,321698523,321698524,321698525,321698526,321698527,321698528,321698529,321698530,249247443]"
way,29251443,2,"['boat', 'waterway']","['no', 'stream']","[321698751,5464368469,321698750,5464368470,321698749,5464368468,321698748,5464368467,5464368466,321698747,5464368465,5464368463,321698746,5464368464,5464368461,321698745,5464368462,5464368460,321698744,5464368459,5464368458,321698743,321698742,5464368457,321698741,5464368456,321698740,5464368455,321698739,5464368454,321698738,5464368453,5464368452,321698737,5464368451,5464368450,321698736,2672540421,5464380260,321698735,321698523,2271294607,2271294606,249247443]"
way,29251452,2,"['leisure', 'name']","['park', 'Sunken Garden']","[321698973,5446799138,5446799139,5446874467,5446874468,5446799140,321698977,5446874470,5446811394,321698978,5449447768,5446790518,5449447769,5446790517,321704607,321698979,321698980,5352044379,5449447861,5352044378,5449447795,321698982,321698973]"
way,29251454,2,"['highway', 'service']","['service', 'driveway']","[321698990,321698996,321698999,6463657593,321698991,321698992]"
way,29251458,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321698999,321699095,674929155,321699096,321699097,674929174,321699098,1915570335,1915570337,321699914]"
way,29251486,3,"['highway', 'name', 'oneway']","['secondary', 'Carlos P. Garcia', 'yes']","[321699458,5464823259,5464823260,321699469,321699528,321699529,306542782,306542783]"
way,29251514,1,['highway'],['service'],"[321699662,4903638261]"
way,29251515,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321699664,427518915,321699732,321699733,321699734,321699735,675497809,321699736,321699737,427518921,321699739]"
way,29251528,1,['highway'],['unclassified'],"[321699819,321699906,321699824,321699823,433035737,433035304]"
way,29251529,2,"['highway', 'service']","['service', 'parking_aisle']","[321699820,321699822,321699823]"
way,29251536,2,"['boat', 'waterway']","['no', 'stream']","[321699882,321699881,321699880,321699879,321699878,321699877,321699876,321699875,321699874,321699873,321699872,321699871,321699870,321699869,321699868,321699867,321699866,321699865,321699864,321699863,321699862,321699861,321699860,321699859,321699858,321699857,321699856,321699855,321699854,321699853,321699852,321699851,321699850,321699849,675497979,321699848,321699847,321699846,321699845,321699844,321699843,321699842,321699841,321699840,321699839,321699838,3078100931]"
way,29251538,2,"['foot', 'highway']","['yes', 'footway']","[321699902,5464780907,321699903]"
way,29251542,2,"['highway', 'service']","['service', 'driveway']","[321699915,6463657592,6463657591]"
way,29251545,2,"['highway', 'service']","['service', 'parking_aisle']","[5464367899,5464367898,321699979,321699976,321699977]"
way,29251546,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321699980,321699987,321699981,321699982,321700028,321699983]"
way,29251548,1,['highway'],['service'],"[321699981,321699985,1319776056,321699986,1319775947]"
way,29251550,2,"['highway', 'service']","['service', 'parking_aisle']","[321699987,321700028]"
way,29251556,1,['highway'],['unclassified'],"[30763220,2672540127,321700100,2672540128,321700094]"
way,29251557,2,"['amenity', 'parking']","['parking', 'surface']","[4742765003,4742765002,5464286900,4742765001,5464286901,4742765000,5464370821,5464367919,5464367918,5464367920,4742765003]"
way,29251559,2,"['highway', 'service']","['service', 'parking_aisle']","[321700096,321700099,321700100]"
way,29251561,2,"['highway', 'name']","['footway', 'Ma. Regidor']","[1319775977,2459321273,321700106]"
way,29251586,1,['highway'],['service'],"[321700939,321700941]"
way,29251589,1,['highway'],['service'],"[321700941,321700968,5446868319,5446868320,5446869321,5446869322,321700969,5446869323,5446869324,5446869325,321700970,5446869327,5446869326,321700971,5446869328,5446869329,321700972,5446869330,5446869331,5446869334,5446869333,5446869332,321700973,321700974,321700975,5446837591,5446837594,5446837593,321700976,5449344819,5446837592]"
way,29251594,1,['highway'],['service'],"[321700985,5449344806,321701000]"
way,29251596,1,['highway'],['service'],"[4988311113,5352041682,5449447794,321701021,321701000,321701022]"
way,29251598,4,"['highway', 'oneway', 'parking:lane:both', 'service']","['service', 'yes', 'fire_lane', 'driveway']","[5352103857,5449447871,1931500047,5352041663,5352041662,321701033,5352041664,5352041665,5352041666,5352041669,5352041703,5352041668,5352041667,1931500061,5449447872,5352103858]"
way,29251599,2,"['highway', 'service']","['service', 'parking_aisle']","[321701022,5449447825,5352041669]"
way,29251606,2,"['highway', 'name']","['unclassified', 'T. Kalaw']","[427518898,427518897,427518896,5446879739,5446879740,427518894,427518893,2672540133,427518891,30763185]"
way,29251611,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[4414979682,5941661231,321701067,2634867136,321701068]"
way,29251613,2,"['highway', 'service']","['service', 'parking_aisle']","[321701068,338421127,5941661213,2947191968]"
way,29251615,1,['highway'],['service'],"[4412522707,321701077,3896060793,321701078]"
way,29251625,2,"['highway', 'oneway']","['service', 'yes']","[321701188,321701193,321701192,321701191,321701190,321701189,321701188]"
way,29251627,2,"['highway', 'oneway']","['service', 'yes']","[321701193,321701208]"
way,29251628,2,"['highway', 'oneway']","['service', 'yes']","[321701207,321701188]"
way,29251629,1,['highway'],['service'],"[321701190,321701210]"
way,29251634,1,['highway'],['service'],"[321701228,321701230,321701231]"
way,29251657,11,"['foot', 'highway', 'lanes', 'lit', 'name', 'oneway', 'postal_code', 'ref', 'sidewalk', 'smoking', 'surface']","['no', 'tertiary', '3', 'yes', 'University Avenue', 'yes', '1101', '175', 'separate', 'no', 'asphalt']","[29025724,5941632467,2672543923,2074398255,1208264634,29025708]"
way,29251728,1,['leisure'],['park'],"[321702294,5960193738,5960193737,321702295,321702296,321702297,321702298,321702301,321702304,321702305,321702306,321702307,321702294]"
way,29251742,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'Pardo de Tavera']","[5941602367,4903638231,321702433,5464959661,321702436]"
way,29251747,3,"['access', 'highway', 'name']","['private', 'unclassified', 'J. De Jesus']","[321702433,321702458]"
way,29251749,2,"['highway', 'name']","['unclassified', 'Quirino Avenue']","[30763114,3979195105,675541299,675541307,1649990368,3981680977,3981680978,5795430771]"
way,29251754,2,"['highway', 'oneway']","['service', 'yes']","[321702539,321702542]"
way,29251755,2,"['highway', 'service']","['service', 'parking_aisle']","[321702543,321702548,321702549,321702544]"
way,29251759,2,"['highway', 'oneway']","['service', 'yes']","[321701207,5449458229,5449458230,5449458231,2597316262,5449458234,321702563,5449458232,5449458233,5449458240,5449458235,6505147196,5449458236,5449458239,5449458238,5449458237,321702565]"
way,29251761,1,['highway'],['service'],"[321702543,321702544]"
way,29251765,3,"['leisure', 'name', 'sport']","['sports_centre', 'UP Tennis Club', 'tennis']","[321702581,321702582,321702583,321702584,321702581]"
way,29251780,7,"['cycleway:lane', 'cycleway:left', 'foot', 'highway', 'lanes', 'lcn', 'oneway']","['advisory', 'lane', 'no', 'tertiary', '2', 'yes', 'yes']","[17216409,5472125196,29025439]"
way,29251781,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[29024778,5452582525,5464910716,321697933,4412522075,5449447761,321697931,321697928]"
way,29251785,1,['highway'],['service'],"[321699974,5464821489,5464821490,5464367899,321699975]"
way,29251820,10,"['bus:lanes', 'cycleway:lane', 'cycleway:left', 'highway', 'lanes', 'lcn', 'maxspeed', 'name', 'oneway', 'sidewalk']","['no|yes|designated', 'advisory', 'lane', 'tertiary', '2', 'yes', '50', 'Osmeña Avenue', 'yes', 'both']","[26082617,1649990330,4412520604,4414979681,4414979682,5941618073,4414979683,4988311113,5941661245,5352098525]"
way,29251822,2,"['highway', 'name']","['unclassified', 'Quirino Avenue']","[433178870,6228958778,5832233083,321700595,321700596]"
way,29251827,2,"['highway', 'service']","['service', 'parking_aisle']","[321703689,321703690,321703715,628603807,675446696]"
way,29251829,0,,,"[5446843359,321703697,5446843360,5446843361,5446843359]"
way,29251841,1,['highway'],['service'],"[321703742,321703746,321703747,321703751,321703748]"
way,29251842,1,['highway'],['service'],"[321703746,321703750,321703749]"
way,29251843,3,"['highway', 'service', 'source']","['service', 'parking_aisle', 'Bing']","[321703750,321703751]"
way,29251844,1,['amenity'],['parking'],"[321703752,321703753,321703754,321703755,321703752]"
way,29251847,2,"['leisure', 'sport']","['pitch', 'tennis']","[321703782,321703783,321703784,321703785,321703782]"
way,29251854,1,['highway'],['service'],"[321703828,3901374989,321703838,321703835,3973717009,321703832]"
way,29251855,2,"['highway', 'service']","['service', 'parking_aisle']","[321703833,321703832,5464874474]"
way,29251856,2,"['highway', 'service']","['service', 'parking_aisle']","[321703835,321703836]"
way,29251857,1,['highway'],['service'],"[321703839,321703840,338421173,321703841]"
way,29251861,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321703855,321703857,2854340795,2854340797,2854340798,2854340796,321703858,2854340794,4412524985]"
way,29251862,1,['highway'],['service'],"[321703860,321703861]"
way,29251864,1,['highway'],['service'],"[321703869,321703870]"
way,29251871,1,['highway'],['service'],"[321704106,321704107,321704108,321704109,321704110,321704107]"
way,29251873,1,['highway'],['service'],"[321704164,321704220,321704221,321704222]"
way,29251876,4,"['building', 'building:levels', 'height', 'name']","['yes', '3', '12', 'Vanguard Hall']","[321704249,321704250,5344986543,321704251,321704252,5344986542,321704249]"
way,29251886,2,"['foot', 'highway']","['yes', 'footway']","[321704431,321704433]"
way,29251890,1,['highway'],['service'],"[2947191968,321704452,1402989978,1402989981]"
way,29251898,1,['highway'],['service'],"[321704489,1915570670,1915570668,1404414658,1915570666,1404414646]"
way,29251904,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321704498,321704507,2947150907,321704508,321704509]"
way,29251906,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321704517,321704518,5446894140,5446894138,5446894139,321704519,5446894136,5446894135,5446894137,5446799142,5452582521,321704520,5446894142,5446894141,5446894143,5446799143,5446894146,5446894144,5446894145,321704521,5446799144]"
way,29251908,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[321704550,5449354291,4412514932,5449325807,5449325805,5449325806,321704551,3981680980]"
way,29251909,1,['highway'],['service'],"[321704553,5449354277,5449354273,321704554]"
way,29251951,4,"['admin_level', 'highway', 'name', 'oneway']","['10', 'tertiary', 'Magiting', 'yes']","[1096054454,32476287,606282219,606282212,215002108,606282216,606282217,32476225]"
way,29251954,2,"['highway', 'oneway']","['tertiary', 'yes']","[22352553,6626956816,32476327]"
way,29252614,7,"['building', 'height', 'level', 'name', 'note', 'official_name', 'tourism']","['yes', '16', '3', 'Vargas Museum', 'Japan Foundation POI', 'Jorge B. Vargas Museum and Filipiniana Research Center', 'museum']","[321712009,321712010,321712011,321712012,321712009]"
way,29252618,8,"['addr:city', 'addr:postcode', 'addr:street', 'amenity', 'building', 'building:levels', 'height', 'name']","['Quezon City', '1101', 'Roxas Avenue', 'college', 'yes', '5', '20', 'College of Arts and Letters']","[321712095,321712096,321712097,321712098,3748665898,5344986533,321712095]"
way,29252652,2,"['leisure', 'name']","['common', 'Academic Oval']","[5446811406,5352041682,321712275,5352041676,5352041677,5352041678,5352098545,5352041679,5352098544,5352041680,5352041681,321712276,5352103850,5352103851,5352103852,5352103849,5352103854,5449344800,5352103853,321712277,5446874463,5352103856,5352103859,2672497333,5446811950,5446811948,5446811952,5446837574,5446811954,5446837575,5446837573,5446874458,5446811376,321712279,5446811377,5446799133,5446799132,2672497733,5446874460,2672542453,2672497480,2672496797,5449344802,5446837586,5446837582,5446837584,5449344812,2672496385,2672495079,5449345024,5449344817,5449344811,5449344818,2672533789,5449345025,5446856684,5446856683,5446856682,5446856681,2672518630,5449345029,5449344809,5446856669,5449344808,5449354268,4324757123,5446856662,5446856661,4324757148,4324757136,4324757139,4324757138,4324757140,4324757142,5446799148,4324757141,4324757144,4324757143,4324757156,4324757145,5449354297,2672496700,4324757149,4324757146,4324757159,5449354269,4324757150,5449354264,4324757147,4324757155,5449345030,4324757161,4324757154,4324757164,5449354270,4324757165,4324757162,4324757126,4324757166,4324757167,5446874465,5449354279,5446799147,2386467886,5446811380,4324757160,5446811381,5446874469,5446811382,5446811383,5446811384,5446811388,5446811385,5446811386,5446811387,4331985829,4331985831,4331985833,5446811396,5446811397,4331985838,5449447793,5446811398,5446811403,4331985837,4331985844,5446811404,5446811405,5449447792,5446811406]"
